snapped_at,price,market_cap,total_volume
2022-03-11 00:00:00 UTC,3.023267958848046,76901171.29616252,284231.0259350923
2022-03-12 00:00:00 UTC,3.009693992329063,76619092.56565006,408483.68317994906
2022-03-13 00:00:00 UTC,3.0202373378627683,76658189.92602345,74524.20947267597
2022-03-14 00:00:00 UTC,3.026233375787543,76749793.13024554,317153.7536971274
2022-03-15 00:00:00 UTC,3.020433660464198,76800609.02478938,677318.2505331949
2022-03-16 00:00:00 UTC,3.0196528776282237,76872923.07704732,1325739.812912589
2022-03-17 00:00:00 UTC,3.031907769140417,76716087.86894672,1040996.1379357426
2022-03-18 00:00:00 UTC,3.024669068519946,77340902.9845336,1099395.2094814563
2022-03-19 00:00:00 UTC,3.0247676875213085,78681901.85868405,2282951.25763046
2022-03-20 00:00:00 UTC,3.01852659341905,70801414.85926786,680421.8825090664
2022-03-21 00:00:00 UTC,3.018836530169033,70776349.12667808,356422.0298850258
2022-03-22 00:00:00 UTC,3.0184517662078654,71015420.92401211,686377.098606423
2022-03-23 00:00:00 UTC,3.0232129154994727,73071797.88305484,2402670.9212788236
2022-03-24 00:00:00 UTC,3.0118786056797013,73301179.71010345,243283.1163618572
2022-03-25 00:00:00 UTC,3.0097361886181786,73105057.13545848,317618.68326468824
2022-03-26 00:00:00 UTC,3.0248657921334106,64107556.33788294,6797419.299873808
2022-03-27 00:00:00 UTC,3.0226979888267373,64461834.38620961,3299700.7692396524
2022-03-28 00:00:00 UTC,3.021589895225048,64632442.01054181,224180.58253612224
2022-03-29 00:00:00 UTC,3.006695666339954,66096040.024889365,1458257.8384928468
2022-03-30 00:00:00 UTC,3.0257724997803104,66959959.331076995,2254001.7515261853
2022-03-31 00:00:00 UTC,3.020142736176816,67276716.77153674,1794418.7948627202
2022-04-01 00:00:00 UTC,3.0293629419367094,67375928.10583682,469366.35632703436
2022-04-02 00:00:00 UTC,3.0299276406830544,66810145.520243645,715244.4230865932
2022-04-03 00:00:00 UTC,3.0111744937037925,67234536.48789486,1451903.3317859853
2022-04-04 00:00:00 UTC,3.0156411769794325,67391926.89917362,1070834.4993769652
2022-04-05 00:00:00 UTC,3.011794384111896,66604514.46354011,714367.7436515122
2022-04-06 00:00:00 UTC,3.0051747645366373,69496055.72424348,3157584.223521191
2022-04-07 00:00:00 UTC,3.0190526989184883,68099716.47048953,1151455.9492810292
2022-04-08 00:00:00 UTC,3.0089507985184003,68154724.7045767,1104650.8107924704
2022-04-09 00:00:00 UTC,3.0218001106046444,68550386.39165878,526641.6913328235
2022-04-10 00:00:00 UTC,3.0243643048744095,68746568.8561826,394150.8126256639
2022-04-11 00:00:00 UTC,3.0157589106150677,63755770.09888466,3621334.2368127103
2022-04-12 00:00:00 UTC,3.0122419368215954,62349130.61283906,701446.0899541435
